game_date,start_et,visitor_team,home_team,visitor_pts,home_pts
2025-10-21,7:30p,Houston Rockets,Oklahoma City Thunder,124,125
2025-10-21,10:00p,Golden State Warriors,Los Angeles Lakers,119,109
2025-10-22,7:00p,Brooklyn Nets,Charlotte Hornets,117,136
2025-10-22,7:00p,Cleveland Cavaliers,New York Knicks,111,119
2025-10-22,7:00p,Miami Heat,Orlando Magic,121,125
2025-10-22,7:30p,Philadelphia 76ers,Boston Celtics,117,116
2025-10-22,7:30p,Toronto Raptors,Atlanta Hawks,138,118
2025-10-22,8:00p,Detroit Pistons,Chicago Bulls,111,115
2025-10-22,8:00p,New Orleans Pelicans,Memphis Grizzlies,122,128
2025-10-22,8:00p,Washington Wizards,Milwaukee Bucks,120,133
2025-10-22,9:00p,Los Angeles Clippers,Utah Jazz,108,129
2025-10-22,9:30p,San Antonio Spurs,Dallas Mavericks,125,92
2025-10-22,10:00p,Minnesota Timberwolves,Portland Trail Blazers,118,114
2025-10-22,10:00p,Sacramento Kings,Phoenix Suns,116,120
2025-10-23,7:30p,Oklahoma City Thunder,Indiana Pacers,141,135
2025-10-23,10:00p,Denver Nuggets,Golden State Warriors,131,137
2025-10-24,6:30p,Milwaukee Bucks,Toronto Raptors,122,116
2025-10-24,7:00p,Atlanta Hawks,Orlando Magic,111,107
2025-10-24,7:30p,Cleveland Cavaliers,Brooklyn Nets,131,124
2025-10-24,7:30p,Boston Celtics,New York Knicks,95,105
2025-10-24,8:00p,Detroit Pistons,Houston Rockets,115,111
2025-10-24,8:00p,San Antonio Spurs,New Orleans Pelicans,120,116
2025-10-24,8:00p,Miami Heat,Memphis Grizzlies,146,114
2025-10-24,8:30p,Washington Wizards,Dallas Mavericks,117,107
2025-10-24,10:00p,Minnesota Timberwolves,Los Angeles Lakers,110,128
2025-10-24,10:00p,Golden State Warriors,Portland Trail Blazers,119,139
2025-10-24,10:00p,Utah Jazz,Sacramento Kings,104,105
2025-10-24,10:30p,Phoenix Suns,Los Angeles Clippers,102,129
2025-10-25,7:00p,Chicago Bulls,Orlando Magic,110,98
2025-10-25,7:30p,Oklahoma City Thunder,Atlanta Hawks,117,100
2025-10-25,7:30p,Charlotte Hornets,Philadelphia 76ers,121,125
2025-10-25,8:00p,Indiana Pacers,Memphis Grizzlies,103,128
2025-10-25,9:00p,Phoenix Suns,Denver Nuggets,111,133
2025-10-26,2:00p,Brooklyn Nets,San Antonio Spurs,107,118
2025-10-26,3:30p,Boston Celtics,Detroit Pistons,113,119
2025-10-26,6:00p,Charlotte Hornets,Washington Wizards,139,113
2025-10-26,6:00p,New York Knicks,Miami Heat,107,115
2025-10-26,6:00p,Milwaukee Bucks,Cleveland Cavaliers,113,118
2025-10-26,7:00p,Indiana Pacers,Minnesota Timberwolves,110,114
2025-10-26,7:30p,Toronto Raptors,Dallas Mavericks,129,139
2025-10-26,9:00p,Los Angeles Lakers,Sacramento Kings,127,120
2025-10-26,9:00p,Portland Trail Blazers,Los Angeles Clippers,107,114
2025-10-27,7:00p,Cleveland Cavaliers,Detroit Pistons,116,95
2025-10-27,7:00p,Orlando Magic,Philadelphia 76ers,124,136
2025-10-27,8:00p,Atlanta Hawks,Chicago Bulls,123,128
2025-10-27,8:00p,Brooklyn Nets,Houston Rockets,109,137
2025-10-27,8:00p,Boston Celtics,New Orleans Pelicans,122,90
2025-10-27,8:00p,Toronto Raptors,San Antonio Spurs,103,121
2025-10-27,8:30p,Oklahoma City Thunder,Dallas Mavericks,101,94
2025-10-27,9:00p,Phoenix Suns,Utah Jazz,134,138
2025-10-27,9:30p,Denver Nuggets,Minnesota Timberwolves,127,114
2025-10-27,10:00p,Memphis Grizzlies,Golden State Warriors,118,131
2025-10-27,10:30p,Portland Trail Blazers,Los Angeles Lakers,122,108
2025-10-28,7:00p,Philadelphia 76ers,Washington Wizards,139,134
2025-10-28,7:30p,Charlotte Hornets,Miami Heat,117,144
2025-10-28,8:00p,New York Knicks,Milwaukee Bucks,111,121
2025-10-28,8:00p,Sacramento Kings,Oklahoma City Thunder,101,107
2025-10-28,11:00p,Los Angeles Clippers,Golden State Warriors,79,98
2025-10-29,6:30p,Houston Rockets,Toronto Raptors,139,121
2025-10-29,7:00p,Cleveland Cavaliers,Boston Celtics,105,125
2025-10-29,7:00p,Orlando Magic,Detroit Pistons,116,135
2025-10-29,7:30p,Atlanta Hawks,Brooklyn Nets,117,112
2025-10-29,8:00p,Sacramento Kings,Chicago Bulls,113,126
2025-10-29,8:30p,Indiana Pacers,Dallas Mavericks,105,107
2025-10-29,9:00p,Portland Trail Blazers,Utah Jazz,136,134
2025-10-29,9:00p,New Orleans Pelicans,Denver Nuggets,88,122
2025-10-29,9:30p,Los Angeles Lakers,Minnesota Timberwolves,116,115
2025-10-29,10:00p,Memphis Grizzlies,Phoenix Suns,114,113
2025-10-30,7:00p,Orlando Magic,Charlotte Hornets,123,107
2025-10-30,8:00p,Golden State Warriors,Milwaukee Bucks,110,120
2025-10-30,8:00p,Washington Wizards,Oklahoma City Thunder,108,127
2025-10-30,8:30p,Miami Heat,San Antonio Spurs,101,107
2025-10-31,7:00p,Atlanta Hawks,Indiana Pacers,128,108
2025-10-31,7:00p,Boston Celtics,Philadelphia 76ers,109,108
2025-10-31,7:30p,Toronto Raptors,Cleveland Cavaliers,112,101
2025-10-31,8:00p,New York Knicks,Chicago Bulls,125,135
2025-10-31,9:30p,Los Angeles Lakers,Memphis Grizzlies,117,112
2025-10-31,10:00p,Utah Jazz,Phoenix Suns,96,118
2025-10-31,10:00p,Denver Nuggets,Portland Trail Blazers,107,109
2025-10-31,10:30p,New Orleans Pelicans,Los Angeles Clippers,124,126
2025-11-01,5:00p,Sacramento Kings,Milwaukee Bucks,135,133
2025-11-01,6:00p,Minnesota Timberwolves,Charlotte Hornets,122,105
2025-11-01,7:00p,Golden State Warriors,Indiana Pacers,109,114
2025-11-01,7:00p,Orlando Magic,Washington Wizards,125,94
2025-11-01,8:00p,Houston Rockets,Boston Celtics,128,101
2025-11-01,10:00p,Dallas Mavericks,Detroit Pistons,110,122
2025-11-02,3:30p,New Orleans Pelicans,Oklahoma City Thunder,106,137
2025-11-02,6:00p,Philadelphia 76ers,Brooklyn Nets,129,105
2025-11-02,6:00p,Utah Jazz,Charlotte Hornets,103,126
2025-11-02,6:00p,Atlanta Hawks,Cleveland Cavaliers,109,117
2025-11-02,6:00p,Memphis Grizzlies,Toronto Raptors,104,117
2025-11-02,7:00p,Chicago Bulls,New York Knicks,116,128
2025-11-02,8:00p,San Antonio Spurs,Phoenix Suns,118,130
2025-11-02,9:30p,Miami Heat,Los Angeles Lakers,120,130
2025-11-03,7:00p,Minnesota Timberwolves,Brooklyn Nets,125,109
2025-11-03,7:00p,Milwaukee Bucks,Indiana Pacers,117,115
2025-11-03,7:30p,Utah Jazz,Boston Celtics,105,103
2025-11-03,7:30p,Washington Wizards,New York Knicks,102,119
2025-11-03,8:00p,Dallas Mavericks,Houston Rockets,102,110
2025-11-03,8:00p,Detroit Pistons,Memphis Grizzlies,114,106
2025-11-03,9:00p,Sacramento Kings,Denver Nuggets,124,130
2025-11-03,10:00p,Los Angeles Lakers,Portland Trail Blazers,123,115
2025-11-03,10:30p,Miami Heat,Los Angeles Clippers,120,119
2025-11-04,7:30p,Milwaukee Bucks,Toronto Raptors,100,128
2025-11-04,8:00p,Orlando Magic,Atlanta Hawks,112,127
2025-11-04,8:00p,Philadelphia 76ers,Chicago Bulls,111,113
2025-11-04,8:00p,Charlotte Hornets,New Orleans Pelicans,112,116
2025-11-04,10:00p,Phoenix Suns,Golden State Warriors,107,118
2025-11-04,11:00p,Oklahoma City Thunder,Los Angeles Clippers,126,107
2025-11-05,7:00p,Philadelphia 76ers,Cleveland Cavaliers,121,132
2025-11-05,7:00p,Utah Jazz,Detroit Pistons,103,114
2025-11-05,7:00p,Brooklyn Nets,Indiana Pacers,112,103
2025-11-05,7:30p,Washington Wizards,Boston Celtics,107,136
2025-11-05,7:30p,Minnesota Timberwolves,New York Knicks,114,137
2025-11-05,8:00p,Houston Rockets,Memphis Grizzlies,124,109
2025-11-05,8:30p,New Orleans Pelicans,Dallas Mavericks,101,99
2025-11-05,9:00p,Miami Heat,Denver Nuggets,112,122
2025-11-05,10:00p,San Antonio Spurs,Los Angeles Lakers,116,118
2025-11-05,10:00p,Oklahoma City Thunder,Portland Trail Blazers,119,121
2025-11-05,10:00p,Golden State Warriors,Sacramento Kings,116,121
2025-11-06,9:00p,Los Angeles Clippers,Phoenix Suns,102,115
2025-11-07,7:00p,Boston Celtics,Orlando Magic,110,123
2025-11-07,7:00p,Cleveland Cavaliers,Washington Wizards,148,115
2025-11-07,7:30p,Toronto Raptors,Atlanta Hawks,109,97
2025-11-07,7:30p,Detroit Pistons,Brooklyn Nets,125,107
2025-11-07,7:30p,Houston Rockets,San Antonio Spurs,110,121
2025-11-07,8:00p,Dallas Mavericks,Memphis Grizzlies,104,118
2025-11-07,8:00p,Charlotte Hornets,Miami Heat,108,126
2025-11-07,8:00p,Chicago Bulls,Milwaukee Bucks,110,126
2025-11-07,8:00p,Utah Jazz,Minnesota Timberwolves,97,137
2025-11-07,10:00p,Golden State Warriors,Denver Nuggets,104,129
2025-11-07,10:00p,Oklahoma City Thunder,Sacramento Kings,132,101
2025-11-08,7:00p,Dallas Mavericks,Washington Wizards,111,105
2025-11-08,7:30p,Toronto Raptors,Philadelphia 76ers,120,130
2025-11-08,8:00p,Los Angeles Lakers,Atlanta Hawks,102,122
2025-11-08,8:00p,Chicago Bulls,Cleveland Cavaliers,122,128
2025-11-08,8:00p,Portland Trail Blazers,Miami Heat,131,136
2025-11-08,8:00p,New Orleans Pelicans,San Antonio Spurs,119,126
2025-11-08,9:00p,Indiana Pacers,Denver Nuggets,100,117
2025-11-08,10:30p,Phoenix Suns,Los Angeles Clippers,114,103
2025-11-09,3:30p,Houston Rockets,Milwaukee Bucks,122,115
2025-11-09,6:00p,Oklahoma City Thunder,Memphis Grizzlies,114,100
2025-11-09,6:00p,Brooklyn Nets,New York Knicks,98,134
2025-11-09,6:00p,Boston Celtics,Orlando Magic,111,107
2025-11-09,7:30p,Detroit Pistons,Philadelphia 76ers,111,108
2025-11-09,8:30p,Indiana Pacers,Golden State Warriors,83,114
2025-11-09,9:00p,Minnesota Timberwolves,Sacramento Kings,144,117
2025-11-10,7:00p,Los Angeles Lakers,Charlotte Hornets,121,111
2025-11-10,7:00p,Washington Wizards,Detroit Pistons,135,137
2025-11-10,7:00p,Portland Trail Blazers,Orlando Magic,112,115
2025-11-10,7:30p,Cleveland Cavaliers,Miami Heat,138,140
2025-11-10,8:00p,San Antonio Spurs,Chicago Bulls,121,117
2025-11-10,8:30p,Milwaukee Bucks,Dallas Mavericks,116,114
2025-11-10,9:00p,New Orleans Pelicans,Phoenix Suns,98,121
2025-11-10,9:00p,Minnesota Timberwolves,Utah Jazz,120,113
2025-11-10,10:30p,Atlanta Hawks,Los Angeles Clippers,105,102
2025-11-11,7:30p,Toronto Raptors,Brooklyn Nets,119,109
2025-11-11,7:30p,Memphis Grizzlies,New York Knicks,120,133
2025-11-11,8:00p,Golden State Warriors,Oklahoma City Thunder,102,126
2025-11-11,8:00p,Boston Celtics,Philadelphia 76ers,100,102
2025-11-11,9:00p,Indiana Pacers,Utah Jazz,128,152
2025-11-11,11:00p,Denver Nuggets,Sacramento Kings,122,108
2025-11-12,7:00p,Milwaukee Bucks,Charlotte Hornets,100,111
2025-11-12,7:00p,Chicago Bulls,Detroit Pistons,113,124
2025-11-12,7:00p,Orlando Magic,New York Knicks,124,107
2025-11-12,7:30p,Memphis Grizzlies,Boston Celtics,95,131
2025-11-12,7:30p,Cleveland Cavaliers,Miami Heat,130,116
2025-11-12,8:00p,Washington Wizards,Houston Rockets,112,135
2025-11-12,8:00p,Portland Trail Blazers,New Orleans Pelicans,125,117
2025-11-12,8:00p,Golden State Warriors,San Antonio Spurs,125,120
2025-11-12,8:30p,Phoenix Suns,Dallas Mavericks,123,114
2025-11-12,9:30p,Los Angeles Lakers,Oklahoma City Thunder,92,121
2025-11-12,10:00p,Atlanta Hawks,Sacramento Kings,133,100
2025-11-12,10:30p,Denver Nuggets,Los Angeles Clippers,130,116
2025-11-13,7:00p,Toronto Raptors,Cleveland Cavaliers,126,113
2025-11-13,9:00p,Indiana Pacers,Phoenix Suns,98,133
2025-11-13,9:00p,Atlanta Hawks,Utah Jazz,132,122
2025-11-14,7:00p,Miami Heat,New York Knicks,132,140
2025-11-14,7:00p,Brooklyn Nets,Orlando Magic,98,105
2025-11-14,7:30p,Philadelphia 76ers,Detroit Pistons,105,114
2025-11-14,8:00p,Portland Trail Blazers,Houston Rockets,116,140
2025-11-14,8:00p,Charlotte Hornets,Milwaukee Bucks,134,147
2025-11-14,8:00p,Sacramento Kings,Minnesota Timberwolves,110,124
2025-11-14,8:00p,Los Angeles Lakers,New Orleans Pelicans,118,104
2025-11-14,8:30p,Los Angeles Clippers,Dallas Mavericks,133,127
2025-11-14,9:30p,Golden State Warriors,San Antonio Spurs,109,108
2025-11-15,5:00p,Memphis Grizzlies,Cleveland Cavaliers,100,108
2025-11-15,7:00p,Oklahoma City Thunder,Charlotte Hornets,109,96
2025-11-15,7:00p,Toronto Raptors,Indiana Pacers,129,111
2025-11-15,8:00p,Los Angeles Lakers,Milwaukee Bucks,119,95
2025-11-15,8:00p,Denver Nuggets,Minnesota Timberwolves,123,112
2025-11-16,3:30p,Los Angeles Clippers,Boston Celtics,118,121
2025-11-16,4:00p,Sacramento Kings,San Antonio Spurs,110,123
2025-11-16,6:00p,Brooklyn Nets,Washington Wizards,129,106
2025-11-16,7:00p,Orlando Magic,Houston Rockets,113,117
2025-11-16,7:00p,Golden State Warriors,New Orleans Pelicans,124,106
2025-11-16,7:30p,Portland Trail Blazers,Dallas Mavericks,133,138
2025-11-16,8:00p,Atlanta Hawks,Phoenix Suns,124,122
2025-11-16,8:00p,Chicago Bulls,Utah Jazz,147,150
2025-11-17,7:00p,Milwaukee Bucks,Cleveland Cavaliers,106,118
2025-11-17,7:00p,Indiana Pacers,Detroit Pistons,112,127
2025-11-17,7:00p,Los Angeles Clippers,Philadelphia 76ers,108,110
2025-11-17,7:30p,New York Knicks,Miami Heat,113,115
2025-11-17,7:30p,Charlotte Hornets,Toronto Raptors,108,110
2025-11-17,8:00p,Dallas Mavericks,Minnesota Timberwolves,96,120
2025-11-17,8:00p,Oklahoma City Thunder,New Orleans Pelicans,126,109
2025-11-17,9:00p,Chicago Bulls,Denver Nuggets,130,127
2025-11-18,7:00p,Golden State Warriors,Orlando Magic,113,121
2025-11-18,7:30p,Detroit Pistons,Atlanta Hawks,120,112
2025-11-18,7:30p,Boston Celtics,Brooklyn Nets,113,99
2025-11-18,8:00p,Memphis Grizzlies,San Antonio Spurs,101,111
2025-11-18,10:30p,Utah Jazz,Los Angeles Lakers,126,140
2025-11-18,11:00p,Phoenix Suns,Portland Trail Blazers,127,110
2025-11-19,7:00p,Houston Rockets,Cleveland Cavaliers,114,104
2025-11-19,7:00p,Charlotte Hornets,Indiana Pacers,118,127
2025-11-19,7:00p,Toronto Raptors,Philadelphia 76ers,121,112
2025-11-19,7:30p,Golden State Warriors,Miami Heat,96,110
2025-11-19,8:00p,Washington Wizards,Minnesota Timberwolves,109,120
2025-11-19,8:00p,Denver Nuggets,New Orleans Pelicans,125,118
2025-11-19,8:00p,Sacramento Kings,Oklahoma City Thunder,99,113
2025-11-19,9:30p,New York Knicks,Dallas Mavericks,113,111
2025-11-19,10:00p,Chicago Bulls,Portland Trail Blazers,122,121
2025-11-20,7:00p,Los Angeles Clippers,Orlando Magic,101,129
2025-11-20,8:00p,Sacramento Kings,Memphis Grizzlies,96,137
2025-11-20,8:00p,Philadelphia 76ers,Milwaukee Bucks,123,114
2025-11-20,8:00p,Atlanta Hawks,San Antonio Spurs,126,135
2025-11-21,7:00p,Indiana Pacers,Cleveland Cavaliers,109,120
2025-11-21,7:30p,Brooklyn Nets,Boston Celtics,113,105
2025-11-21,7:30p,Washington Wizards,Toronto Raptors,110,140
2025-11-21,8:00p,Miami Heat,Chicago Bulls,143,107
2025-11-21,8:30p,New Orleans Pelicans,Dallas Mavericks,115,118
2025-11-21,9:00p,Minnesota Timberwolves,Phoenix Suns,113,114
2025-11-21,9:30p,Denver Nuggets,Houston Rockets,112,109
2025-11-21,10:00p,Portland Trail Blazers,Golden State Warriors,127,123
2025-11-21,10:00p,Oklahoma City Thunder,Utah Jazz,144,112
2025-11-22,1:00p,Los Angeles Clippers,Charlotte Hornets,131,116
2025-11-22,5:00p,New York Knicks,Orlando Magic,121,133
2025-11-22,7:00p,Atlanta Hawks,New Orleans Pelicans,115,98
2025-11-22,8:00p,Washington Wizards,Chicago Bulls,120,121
2025-11-22,8:00p,Detroit Pistons,Milwaukee Bucks,129,116
2025-11-22,8:30p,Memphis Grizzlies,Dallas Mavericks,102,96
2025-11-22,10:00p,Sacramento Kings,Denver Nuggets,128,123
2025-11-23,1:00p,Miami Heat,Philadelphia 76ers,127,117
2025-11-23,6:00p,Charlotte Hornets,Atlanta Hawks,110,113
2025-11-23,6:00p,Orlando Magic,Boston Celtics,129,138
2025-11-23,6:00p,Los Angeles Clippers,Cleveland Cavaliers,105,120
2025-11-23,6:00p,Brooklyn Nets,Toronto Raptors,109,119
2025-11-23,7:00p,Portland Trail Blazers,Oklahoma City Thunder,95,122
2025-11-23,8:00p,San Antonio Spurs,Phoenix Suns,102,111
2025-11-23,8:00p,Los Angeles Lakers,Utah Jazz,108,106
2025-11-24,7:00p,Detroit Pistons,Indiana Pacers,122,117
2025-11-24,7:00p,Cleveland Cavaliers,Toronto Raptors,99,110
2025-11-24,7:30p,New York Knicks,Brooklyn Nets,113,100
2025-11-24,7:30p,Dallas Mavericks,Miami Heat,102,106
2025-11-24,8:00p,Denver Nuggets,Memphis Grizzlies,125,115
2025-11-24,8:00p,Portland Trail Blazers,Milwaukee Bucks,115,103
2025-11-24,8:00p,Chicago Bulls,New Orleans Pelicans,130,143
2025-11-24,9:30p,Houston Rockets,Phoenix Suns,114,92
2025-11-24,10:00p,Utah Jazz,Golden State Warriors,117,134
2025-11-24,10:00p,Minnesota Timberwolves,Sacramento Kings,112,117
2025-11-25,7:00p,Atlanta Hawks,Washington Wizards,113,132
2025-11-25,8:00p,Orlando Magic,Philadelphia 76ers,144,103
2025-11-25,11:00p,Los Angeles Clippers,Los Angeles Lakers,118,135
2025-11-26,5:00p,Detroit Pistons,Boston Celtics,114,117
2025-11-26,7:00p,New York Knicks,Charlotte Hornets,129,101
2025-11-26,7:30p,Milwaukee Bucks,Miami Heat,103,106
2025-11-26,7:30p,Minnesota Timberwolves,Oklahoma City Thunder,105,113
2025-11-26,7:30p,Indiana Pacers,Toronto Raptors,95,97
2025-11-26,8:00p,Memphis Grizzlies,New Orleans Pelicans,133,128
2025-11-26,10:00p,Houston Rockets,Golden State Warriors,104,100
2025-11-26,10:00p,San Antonio Spurs,Portland Trail Blazers,115,102
2025-11-26,10:00p,Phoenix Suns,Sacramento Kings,112,100
2025-11-28,7:30p,Cleveland Cavaliers,Atlanta Hawks,123,130
2025-11-28,7:30p,Philadelphia 76ers,Brooklyn Nets,115,103
2025-11-28,7:30p,Chicago Bulls,Charlotte Hornets,116,123
2025-11-28,7:30p,Orlando Magic,Detroit Pistons,112,109
2025-11-28,7:30p,Washington Wizards,Indiana Pacers,86,119
2025-11-28,7:30p,Milwaukee Bucks,New York Knicks,109,118
2025-11-28,9:30p,San Antonio Spurs,Denver Nuggets,139,136
2025-11-28,9:30p,Phoenix Suns,Oklahoma City Thunder,119,123
2025-11-28,9:30p,Sacramento Kings,Utah Jazz,119,128
2025-11-28,10:00p,Memphis Grizzlies,Los Angeles Clippers,112,107
2025-11-28,10:00p,Dallas Mavericks,Los Angeles Lakers,119,129
2025-11-29,5:00p,Boston Celtics,Minnesota Timberwolves,115,119
2025-11-29,6:00p,Toronto Raptors,Charlotte Hornets,111,118
2025-11-29,7:30p,Chicago Bulls,Indiana Pacers,101,103
2025-11-29,8:00p,Detroit Pistons,Miami Heat,138,135
2025-11-29,8:00p,Brooklyn Nets,Milwaukee Bucks,99,116
2025-11-29,8:30p,New Orleans Pelicans,Golden State Warriors,96,104
2025-11-29,9:00p,Denver Nuggets,Phoenix Suns,130,112
2025-11-29,10:00p,Dallas Mavericks,Los Angeles Clippers,114,110
2025-11-30,3:00p,Houston Rockets,Utah Jazz,129,101
2025-11-30,6:00p,Boston Celtics,Cleveland Cavaliers,117,115
2025-11-30,6:00p,Toronto Raptors,New York Knicks,94,116
2025-11-30,6:00p,Atlanta Hawks,Philadelphia 76ers,142,134
2025-11-30,6:00p,Oklahoma City Thunder,Portland Trail Blazers,123,115
2025-11-30,7:00p,San Antonio Spurs,Minnesota Timberwolves,112,125
2025-11-30,9:00p,Memphis Grizzlies,Sacramento Kings,115,107
2025-11-30,9:30p,New Orleans Pelicans,Los Angeles Lakers,121,133
2025-12-01,7:00p,Atlanta Hawks,Detroit Pistons,98,99
2025-12-01,7:00p,Cleveland Cavaliers,Indiana Pacers,135,119
2025-12-01,7:00p,Milwaukee Bucks,Washington Wizards,126,129
2025-12-01,7:30p,Charlotte Hornets,Brooklyn Nets,103,116
2025-12-01,7:30p,Los Angeles Clippers,Miami Heat,123,140
2025-12-01,7:30p,Chicago Bulls,Orlando Magic,120,125
2025-12-01,9:00p,Dallas Mavericks,Denver Nuggets,131,121
2025-12-01,9:00p,Houston Rockets,Utah Jazz,125,133
2025-12-01,10:00p,Phoenix Suns,Los Angeles Lakers,125,108
2025-12-02,7:00p,Washington Wizards,Philadelphia 76ers,102,121
2025-12-02,7:30p,Portland Trail Blazers,Toronto Raptors,118,121
2025-12-02,8:00p,New York Knicks,Boston Celtics,117,123
2025-12-02,8:00p,Minnesota Timberwolves,New Orleans Pelicans,149,142
2025-12-02,8:00p,Memphis Grizzlies,San Antonio Spurs,119,126
2025-12-02,11:00p,Oklahoma City Thunder,Golden State Warriors,124,112
2025-12-03,7:00p,Portland Trail Blazers,Cleveland Cavaliers,122,110
2025-12-03,7:00p,Denver Nuggets,Indiana Pacers,135,120
2025-12-03,7:00p,San Antonio Spurs,Orlando Magic,114,112
2025-12-03,7:30p,Los Angeles Clippers,Atlanta Hawks,115,92
2025-12-03,7:30p,Charlotte Hornets,New York Knicks,104,119
2025-12-03,8:00p,Brooklyn Nets,Chicago Bulls,113,103
2025-12-03,8:00p,Sacramento Kings,Houston Rockets,95,121
2025-12-03,8:00p,Detroit Pistons,Milwaukee Bucks,109,113
2025-12-03,8:30p,Miami Heat,Dallas Mavericks,108,118
2025-12-04,7:00p,Golden State Warriors,Philadelphia 76ers,98,99
2025-12-04,7:00p,Boston Celtics,Washington Wizards,146,101
2025-12-04,7:30p,Utah Jazz,Brooklyn Nets,123,110
2025-12-04,7:30p,Los Angeles Lakers,Toronto Raptors,123,120
2025-12-04,8:00p,Minnesota Timberwolves,New Orleans Pelicans,125,116
2025-12-05,7:00p,Los Angeles Lakers,Boston Celtics,105,126
2025-12-05,7:00p,Miami Heat,Orlando Magic,105,106
2025-12-05,7:30p,Denver Nuggets,Atlanta Hawks,134,133
2025-12-05,7:30p,San Antonio Spurs,Cleveland Cavaliers,117,130
2025-12-05,7:30p,Portland Trail Blazers,Detroit Pistons,116,122
2025-12-05,7:30p,Utah Jazz,New York Knicks,112,146
2025-12-05,7:30p,Charlotte Hornets,Toronto Raptors,111,86
2025-12-05,8:00p,Indiana Pacers,Chicago Bulls,120,105
2025-12-05,8:00p,Phoenix Suns,Houston Rockets,98,117
2025-12-05,8:00p,Los Angeles Clippers,Memphis Grizzlies,98,107
2025-12-05,8:00p,Philadelphia 76ers,Milwaukee Bucks,116,101
2025-12-05,9:30p,Dallas Mavericks,Oklahoma City Thunder,111,132
2025-12-06,5:00p,New Orleans Pelicans,Brooklyn Nets,101,119
2025-12-06,7:00p,Atlanta Hawks,Washington Wizards,131,116
2025-12-06,7:30p,Golden State Warriors,Cleveland Cavaliers,99,94
2025-12-06,7:30p,Milwaukee Bucks,Detroit Pistons,112,124
2025-12-06,8:00p,Sacramento Kings,Miami Heat,127,111
2025-12-06,8:00p,Los Angeles Clippers,Minnesota Timberwolves,106,109
2025-12-06,8:30p,Houston Rockets,Dallas Mavericks,109,122
2025-12-07,12:00p,Orlando Magic,New York Knicks,100,106
2025-12-07,3:30p,Boston Celtics,Toronto Raptors,121,113
2025-12-07,6:00p,Denver Nuggets,Charlotte Hornets,115,106
2025-12-07,6:00p,Portland Trail Blazers,Memphis Grizzlies,96,119
2025-12-07,7:00p,Golden State Warriors,Chicago Bulls,123,91
2025-12-07,7:30p,Los Angeles Lakers,Philadelphia 76ers,112,108
2025-12-07,8:00p,Oklahoma City Thunder,Utah Jazz,131,101
2025-12-08,7:00p,Sacramento Kings,Indiana Pacers,105,116
2025-12-08,7:30p,Phoenix Suns,Minnesota Timberwolves,108,105
2025-12-08,8:00p,San Antonio Spurs,New Orleans Pelicans,135,132
2025-12-09,6:00p,Miami Heat,Orlando Magic,108,117
2025-12-09,8:30p,New York Knicks,Toronto Raptors,117,101
2025-12-10,7:30p,Phoenix Suns,Oklahoma City Thunder,89,138
2025-12-10,10:00p,San Antonio Spurs,Los Angeles Lakers,132,119
2025-12-11,8:00p,Los Angeles Clippers,Houston Rockets,113,115
2025-12-11,8:00p,Boston Celtics,Milwaukee Bucks,101,116
2025-12-11,8:00p,Portland Trail Blazers,New Orleans Pelicans,120,143
2025-12-11,10:00p,Denver Nuggets,Sacramento Kings,136,105
2025-12-12,7:00p,Chicago Bulls,Charlotte Hornets,129,126
2025-12-12,7:00p,Atlanta Hawks,Detroit Pistons,115,142
2025-12-12,7:00p,Indiana Pacers,Philadelphia 76ers,105,115
2025-12-12,7:00p,Cleveland Cavaliers,Washington Wizards,130,126
2025-12-12,8:00p,Utah Jazz,Memphis Grizzlies,130,126
2025-12-12,8:30p,Brooklyn Nets,Dallas Mavericks,111,119
2025-12-12,10:00p,Minnesota Timberwolves,Golden State Warriors,127,120
2025-12-13,5:30p,New York Knicks,Orlando Magic,132,120
2025-12-13,9:00p,San Antonio Spurs,Oklahoma City Thunder,111,109
2025-12-14,3:00p,Washington Wizards,Indiana Pacers,108,89
2025-12-14,3:30p,Charlotte Hornets,Cleveland Cavaliers,119,111
2025-12-14,6:00p,Philadelphia 76ers,Atlanta Hawks,117,120
2025-12-14,6:00p,Milwaukee Bucks,Brooklyn Nets,82,127
2025-12-14,7:00p,New Orleans Pelicans,Chicago Bulls,114,104
2025-12-14,7:00p,Sacramento Kings,Minnesota Timberwolves,103,117
2025-12-14,8:00p,Los Angeles Lakers,Phoenix Suns,116,114
2025-12-14,9:00p,Golden State Warriors,Portland Trail Blazers,131,136
2025-12-15,7:00p,Detroit Pistons,Boston Celtics,112,105
2025-12-15,7:30p,Toronto Raptors,Miami Heat,106,96
2025-12-15,9:00p,Dallas Mavericks,Utah Jazz,133,140
2025-12-15,9:30p,Houston Rockets,Denver Nuggets,125,128
2025-12-15,10:30p,Memphis Grizzlies,Los Angeles Clippers,121,103
2025-12-16,8:30p,San Antonio Spurs,New York Knicks,113,124
2025-12-17,8:00p,Cleveland Cavaliers,Chicago Bulls,111,127
2025-12-17,8:00p,Memphis Grizzlies,Minnesota Timberwolves,116,110
2025-12-18,7:00p,Atlanta Hawks,Charlotte Hornets,126,133
2025-12-18,7:00p,New York Knicks,Indiana Pacers,114,113
2025-12-18,7:30p,Miami Heat,Brooklyn Nets,106,95
2025-12-18,8:00p,Toronto Raptors,Milwaukee Bucks,111,105
2025-12-18,8:00p,Houston Rockets,New Orleans Pelicans,128,133
