event_ticker,ticker,title,game_date,visitor_team,home_team,status,result,volume_fp,open_interest_fp,settlement_value_dollars,occurrence_datetime,kalshi_home_prob,pregame_yes_bid,pregame_yes_ask,cutoff_ts,end_period_ts,kalshi_home_win,start_et,visitor_pts,home_pts,home_win,home_margin
KXNBAGAME-26JAN28GSWUTA,KXNBAGAME-26JAN28GSWUTA-UTA,Golden State at Utah Winner?,2026-01-28,Golden State Warriors,Utah Jazz,finalized,no,2506271.0,0.0,0.0,,0.275,0.27,0.28,1769651100.0,1769651100.0,0,9:00p,140,124,0,-16
KXNBAGAME-26JAN28CHAMEM,KXNBAGAME-26JAN28CHAMEM-MEM,Charlotte at Memphis Winner?,2026-01-28,Charlotte Hornets,Memphis Grizzlies,finalized,no,781226.0,0.0,0.0,,0.455,0.45,0.46,1769647500.0,1769647500.0,0,8:00p,112,97,0,-15
KXNBAGAME-26JAN28ATLBOS,KXNBAGAME-26JAN28ATLBOS-BOS,Atlanta at Boston Winner?,2026-01-28,Atlanta Hawks,Boston Celtics,finalized,no,3758127.0,0.0,0.0,,0.655,0.65,0.66,1769645700.0,1769645700.0,0,7:30p,117,106,0,-11
KXNBAGAME-26JAN28LALCLE,KXNBAGAME-26JAN28LALCLE-CLE,Los Angeles L at Cleveland Winner?,2026-01-28,Los Angeles Lakers,Cleveland Cavaliers,finalized,yes,2620690.0,0.0,1.0,,0.605,0.6,0.61,1769643900.0,1769643900.0,1,7:00p,99,129,1,30
KXNBAGAME-26JAN28ORLMIA,KXNBAGAME-26JAN28ORLMIA-MIA,Orlando at Miami Winner?,2026-01-28,Orlando Magic,Miami Heat,finalized,no,1806132.0,0.0,0.0,,0.585,0.58,0.59,1769645700.0,1769645700.0,0,7:30p,133,124,0,-9
KXNBAGAME-26JAN28CHIIND,KXNBAGAME-26JAN28CHIIND-IND,Chicago at Indiana Winner?,2026-01-28,Chicago Bulls,Indiana Pacers,finalized,yes,2079408.0,0.0,1.0,,0.455,0.45,0.46,1769643900.0,1769643900.0,1,7:00p,110,113,1,3
KXNBAGAME-26JAN28NYKTOR,KXNBAGAME-26JAN28NYKTOR-TOR,New York at Toronto Winner?,2026-01-28,New York Knicks,Toronto Raptors,finalized,no,1510413.0,0.0,0.0,,0.525,0.52,0.53,1769645700.0,1769645700.0,0,7:30p,119,92,0,-27
KXNBAGAME-26JAN29BKNDEN,KXNBAGAME-26JAN29BKNDEN-DEN,Brooklyn at Denver Winner?,2026-01-29,Brooklyn Nets,Denver Nuggets,finalized,yes,2122550.0,0.0,1.0,,0.695,0.69,0.7,1769737500.0,1769737500.0,1,9:00p,103,107,1,4
KXNBAGAME-26JAN29OKCMIN,KXNBAGAME-26JAN29OKCMIN-MIN,Oklahoma City at Minnesota Winner?,2026-01-29,Oklahoma City Thunder,Minnesota Timberwolves,finalized,yes,3904325.0,0.0,1.0,,0.365,0.36,0.37,1769739300.0,1769739300.0,1,9:30p,111,123,1,12
KXNBAGAME-26JAN29DETPHX,KXNBAGAME-26JAN29DETPHX-PHX,Detroit at Phoenix Winner?,2026-01-29,Detroit Pistons,Phoenix Suns,finalized,yes,1733482.0,0.0,1.0,,0.415,0.41,0.42,1769737500.0,1769737500.0,1,9:00p,96,114,1,18
KXNBAGAME-26JAN29MILWAS,KXNBAGAME-26JAN29MILWAS-WAS,Milwaukee at Washington Winner?,2026-01-29,Milwaukee Bucks,Washington Wizards,finalized,yes,2898508.0,0.0,1.0,,0.46499999999999997,0.46,0.47,1769730300.0,1769730300.0,1,7:00p,99,109,1,10
KXNBAGAME-26JAN29HOUATL,KXNBAGAME-26JAN29HOUATL-ATL,Houston at Atlanta Winner?,2026-01-29,Houston Rockets,Atlanta Hawks,finalized,no,2241376.0,0.0,0.0,,0.305,0.3,0.31,1769733900.0,1769733900.0,0,8:00p,104,86,0,-18
KXNBAGAME-26JAN29MIACHI,KXNBAGAME-26JAN29MIACHI-CHI,Miami at Chicago Winner?,2026-01-29,Miami Heat,Chicago Bulls,finalized,no,2963617.0,0.0,0.0,,0.455,0.45,0.46,1769733900.0,1769733900.0,0,8:00p,116,113,0,-3
KXNBAGAME-26JAN29SACPHI,KXNBAGAME-26JAN29SACPHI-PHI,Sacramento at Philadelphia Winner?,2026-01-29,Sacramento Kings,Philadelphia 76ers,finalized,yes,4637327.0,0.0,1.0,,0.775,0.77,0.78,1769730300.0,1769730300.0,1,7:00p,111,113,1,2
KXNBAGAME-26JAN29CHADAL,KXNBAGAME-26JAN29CHADAL-DAL,Charlotte at Dallas Winner?,2026-01-29,Charlotte Hornets,Dallas Mavericks,finalized,no,2999880.0,0.0,0.0,,0.43,0.42,0.44,1769735700.0,1769735700.0,0,8:30p,123,121,0,-2
KXNBAGAME-26JAN30SACBOS,KXNBAGAME-26JAN30SACBOS-BOS,Sacramento at Boston Winner?,2026-01-30,Sacramento Kings,Boston Celtics,finalized,yes,1218399.0,0.0,1.0,,0.815,0.81,0.82,1769818500.0,1769818500.0,1,7:30p,93,112,1,19
KXNBAGAME-26JAN30TORORL,KXNBAGAME-26JAN30TORORL-ORL,Toronto at Orlando Winner?,2026-01-30,Toronto Raptors,Orlando Magic,finalized,yes,3123127.0,0.0,1.0,,0.555,0.55,0.56,1769818500.0,1769818500.0,1,7:30p,120,130,1,10
KXNBAGAME-26JAN30LALWAS,KXNBAGAME-26JAN30LALWAS-WAS,Los Angeles L at Washington Winner?,2026-01-30,Los Angeles Lakers,Washington Wizards,finalized,no,1803682.0,0.0,0.0,,0.185,0.18,0.19,1769816700.0,1769816700.0,0,7:00p,142,111,0,-31
KXNBAGAME-26JAN30MEMNOP,KXNBAGAME-26JAN30MEMNOP-NOP,Memphis at New Orleans Winner?,2026-01-30,Memphis Grizzlies,New Orleans Pelicans,finalized,yes,1124392.0,0.0,1.0,,0.585,0.58,0.59,1769818500.0,1769818500.0,1,7:30p,106,114,1,8
KXNBAGAME-26JAN30DETGSW,KXNBAGAME-26JAN30DETGSW-GSW,Detroit at Golden State Winner?,2026-01-30,Detroit Pistons,Golden State Warriors,finalized,no,7694410.0,0.0,0.0,,0.555,0.55,0.56,1769827500.0,1769827500.0,0,10:00p,131,124,0,-7
KXNBAGAME-26JAN30LACDEN,KXNBAGAME-26JAN30LACDEN-DEN,Los Angeles C at Denver Winner?,2026-01-30,Los Angeles Clippers,Denver Nuggets,finalized,yes,5018403.0,0.0,1.0,,0.435,0.43,0.44,1769823900.0,1769823900.0,1,9:00p,109,122,1,13
KXNBAGAME-26JAN30CLEPHX,KXNBAGAME-26JAN30CLEPHX-PHX,Cleveland at Phoenix Winner?,2026-01-30,Cleveland Cavaliers,Phoenix Suns,finalized,yes,1655638.0,0.0,1.0,,0.45999999999999996,0.45,0.47,1769823900.0,1769823900.0,1,9:00p,113,126,1,13
KXNBAGAME-26JAN30BKNUTA,KXNBAGAME-26JAN30BKNUTA-UTA,Brooklyn at Utah Winner?,2026-01-30,Brooklyn Nets,Utah Jazz,finalized,no,3546218.0,0.0,0.0,,0.595,0.59,0.6,1769825700.0,1769825700.0,0,9:30p,109,99,0,-10
KXNBAGAME-26JAN30PORNYK,KXNBAGAME-26JAN30PORNYK-NYK,Portland at New York Winner?,2026-01-30,Portland Trail Blazers,New York Knicks,finalized,yes,2024317.0,0.0,1.0,,0.695,0.69,0.7,1769818500.0,1769818500.0,1,7:30p,97,127,1,30
KXNBAGAME-26JAN31NOPPHI,KXNBAGAME-26JAN31NOPPHI-PHI,New Orleans at Philadelphia Winner?,2026-01-31,New Orleans Pelicans,Philadelphia 76ers,finalized,yes,3762970.0,0.0,1.0,,0.675,0.67,0.68,1769904900.0,1769904900.0,1,7:30p,114,124,1,10
KXNBAGAME-26JAN31SASCHA,KXNBAGAME-26JAN31SASCHA-CHA,San Antonio at Charlotte Winner?,2026-01-31,San Antonio Spurs,Charlotte Hornets,finalized,yes,4263675.0,0.0,1.0,,0.395,0.39,0.4,1769877900.0,1769877900.0,1,12:00p,106,111,1,5
KXNBAGAME-26JAN31CHIMIA,KXNBAGAME-26JAN31CHIMIA-MIA,Chicago at Miami Winner?,2026-01-31,Chicago Bulls,Miami Heat,finalized,no,3579548.0,0.0,0.0,,0.655,0.65,0.66,1769906700.0,1769906700.0,0,8:00p,125,118,0,-7
KXNBAGAME-26JAN31ATLIND,KXNBAGAME-26JAN31ATLIND-IND,Atlanta at Indiana Winner?,2026-01-31,Atlanta Hawks,Indiana Pacers,finalized,yes,3922135.0,0.0,1.0,,0.475,0.47,0.48,1769903100.0,1769903100.0,1,7:00p,124,129,1,5
KXNBAGAME-26JAN31DALHOU,KXNBAGAME-26JAN31DALHOU-HOU,Dallas at Houston Winner?,2026-01-31,Dallas Mavericks,Houston Rockets,finalized,yes,3001292.0,0.0,1.0,,0.785,0.78,0.79,1769908500.0,1769908500.0,1,8:30p,107,111,1,4
KXNBAGAME-26JAN31MINMEM,KXNBAGAME-26JAN31MINMEM-MEM,Minnesota at Memphis Winner?,2026-01-31,Minnesota Timberwolves,Memphis Grizzlies,finalized,no,1022258.0,0.0,0.0,,0.195,0.19,0.2,1769906700.0,1769906700.0,0,8:00p,131,114,0,-17
KXNBAGAME-26FEB01UTATOR,KXNBAGAME-26FEB01UTATOR-TOR,Utah at Toronto Winner?,2026-02-01,Utah Jazz,Toronto Raptors,finalized,yes,2887240.0,0.0,1.0,,0.785,0.78,0.79,1769985900.0,1769985900.0,1,6:00p,100,107,1,7
KXNBAGAME-26FEB01ORLSAS,KXNBAGAME-26FEB01ORLSAS-SAS,Orlando at San Antonio Winner?,2026-02-01,Orlando Magic,San Antonio Spurs,finalized,yes,4602619.0,0.0,1.0,,0.645,0.64,0.65,1769996700.0,1769996700.0,1,9:00p,103,112,1,9
KXNBAGAME-26FEB01SACWAS,KXNBAGAME-26FEB01SACWAS-WAS,Sacramento at Washington Winner?,2026-02-01,Sacramento Kings,Washington Wizards,finalized,yes,3080953.0,0.0,1.0,,0.485,0.48,0.49,1769985900.0,1769985900.0,1,6:00p,112,116,1,4
KXNBAGAME-26FEB01CHIMIA,KXNBAGAME-26FEB01CHIMIA-MIA,Chicago at Miami Winner?,2026-02-01,Chicago Bulls,Miami Heat,finalized,yes,1504874.0,0.0,1.0,,0.665,0.66,0.67,1769985900.0,1769985900.0,1,6:00p,91,134,1,43
KXNBAGAME-26FEB01BKNDET,KXNBAGAME-26FEB01BKNDET-DET,Brooklyn at Detroit Winner?,2026-02-01,Brooklyn Nets,Detroit Pistons,finalized,yes,1346805.0,0.0,1.0,,0.855,0.85,0.86,1769985900.0,1769985900.0,1,6:00p,77,130,1,53
KXNBAGAME-26FEB01LACPHX,KXNBAGAME-26FEB01LACPHX-PHX,Los Angeles C at Phoenix Winner?,2026-02-01,Los Angeles Clippers,Phoenix Suns,finalized,no,3916740.0,0.0,0.0,,0.585,0.58,0.59,1769993100.0,1769993100.0,0,8:00p,117,93,0,-24
KXNBAGAME-26FEB01OKCDEN,KXNBAGAME-26FEB01OKCDEN-DEN,Oklahoma City at Denver Winner?,2026-02-01,Oklahoma City Thunder,Denver Nuggets,finalized,no,5540849.0,0.0,0.0,,0.325,0.32,0.33,1769998500.0,1769998500.0,0,9:30p,121,111,0,-10
KXNBAGAME-26FEB01LALNYK,KXNBAGAME-26FEB01LALNYK-NYK,Los Angeles L at New York Winner?,2026-02-01,Los Angeles Lakers,New York Knicks,finalized,yes,4043736.0,0.0,1.0,,0.675,0.67,0.68,1769989500.0,1769989500.0,1,7:00p,100,112,1,12
KXNBAGAME-26FEB01CLEPOR,KXNBAGAME-26FEB01CLEPOR-POR,Cleveland at Portland Winner?,2026-02-01,Cleveland Cavaliers,Portland Trail Blazers,finalized,no,1424161.0,0.0,0.0,,0.375,0.37,0.38,1769996700.0,1769996700.0,0,9:00p,130,111,0,-19
KXNBAGAME-26FEB01MILBOS,KXNBAGAME-26FEB01MILBOS-BOS,Milwaukee at Boston Winner?,2026-02-01,Milwaukee Bucks,Boston Celtics,finalized,yes,2524924.0,0.0,1.0,,0.845,0.84,0.85,1769976900.0,1769976900.0,1,3:30p,79,107,1,28
KXNBAGAME-26FEB02HOUIND,KXNBAGAME-26FEB02HOUIND-IND,Houston at Indiana Winner?,2026-02-02,Houston Rockets,Indiana Pacers,finalized,no,4381323.0,0.0,0.0,,0.295,0.29,0.3,1770075900.0,1770075900.0,0,7:00p,118,114,0,-4
KXNBAGAME-26FEB02PHILAC,KXNBAGAME-26FEB02PHILAC-LAC,Philadelphia at Los Angeles C Winner?,2026-02-02,Philadelphia 76ers,Los Angeles Clippers,finalized,no,5413240.0,0.0,0.0,,0.485,0.48,0.49,1770086700.0,1770086700.0,0,10:00p,128,113,0,-15
KXNBAGAME-26FEB02NOPCHA,KXNBAGAME-26FEB02NOPCHA-CHA,New Orleans at Charlotte Winner?,2026-02-02,New Orleans Pelicans,Charlotte Hornets,finalized,yes,8274339.0,0.0,1.0,,0.705,0.7,0.71,1770061500.0,1770061500.0,1,3:00p,95,102,1,7
KXNBAGAME-26FEB02MINMEM,KXNBAGAME-26FEB02MINMEM-MEM,Minnesota at Memphis Winner?,2026-02-02,Minnesota Timberwolves,Memphis Grizzlies,finalized,yes,4242290.0,0.0,1.0,,0.275,0.27,0.28,1770077700.0,1770077700.0,1,7:30p,128,137,1,9
KXNBAGAME-26FEB03PHXPOR,KXNBAGAME-26FEB03PHXPOR-POR,Phoenix at Portland Winner?,2026-02-03,Phoenix Suns,Portland Trail Blazers,finalized,no,5162207.0,0.0,0.0,,0.405,0.4,0.41,1770176700.0,1770176700.0,0,11:00p,130,125,0,-5
KXNBAGAME-26FEB03ORLOKC,KXNBAGAME-26FEB03ORLOKC-OKC,Orlando at Oklahoma City Winner?,2026-02-03,Orlando Magic,Oklahoma City Thunder,finalized,yes,567008.0,0.0,1.0,,0.805,0.8,0.81,1770165900.0,1770165900.0,1,8:00p,92,128,1,36
KXNBAGAME-26FEB03ATLMIA,KXNBAGAME-26FEB03ATLMIA-MIA,Atlanta at Miami Winner?,2026-02-03,Atlanta Hawks,Miami Heat,finalized,no,1588566.0,0.0,0.0,,0.515,0.51,0.52,1770164100.0,1770164100.0,0,7:30p,127,115,0,-12
KXNBAGAME-26FEB03PHIGSW,KXNBAGAME-26FEB03PHIGSW-GSW,Philadelphia at Golden State Winner?,2026-02-03,Philadelphia 76ers,Golden State Warriors,finalized,no,4216787.0,0.0,0.0,,0.635,0.63,0.64,1770173100.0,1770173100.0,0,10:00p,113,94,0,-19
KXNBAGAME-26FEB03BOSDAL,KXNBAGAME-26FEB03BOSDAL-DAL,Boston at Dallas Winner?,2026-02-03,Boston Celtics,Dallas Mavericks,finalized,no,1296557.0,0.0,0.0,,0.295,0.29,0.3,1770165900.0,1770165900.0,0,8:00p,110,100,0,-10
KXNBAGAME-26FEB03CHIMIL,KXNBAGAME-26FEB03CHIMIL-MIL,Chicago at Milwaukee Winner?,2026-02-03,Chicago Bulls,Milwaukee Bucks,finalized,yes,965782.0,0.0,1.0,,0.475,0.47,0.48,1770165900.0,1770165900.0,1,8:00p,115,131,1,16
KXNBAGAME-26FEB03DENDET,KXNBAGAME-26FEB03DENDET-DET,Denver at Detroit Winner?,2026-02-03,Denver Nuggets,Detroit Pistons,finalized,yes,3041885.0,0.0,1.0,,0.645,0.64,0.65,1770162300.0,1770162300.0,1,7:00p,121,124,1,3
KXNBAGAME-26FEB03NYKWAS,KXNBAGAME-26FEB03NYKWAS-WAS,New York at Washington Winner?,2026-02-03,New York Knicks,Washington Wizards,finalized,no,832803.0,0.0,0.0,,0.165,0.16,0.17,1770162300.0,1770162300.0,0,7:00p,132,101,0,-31
KXNBAGAME-26FEB03UTAIND,KXNBAGAME-26FEB03UTAIND-IND,Utah at Indiana Winner?,2026-02-03,Utah Jazz,Indiana Pacers,finalized,no,2785729.0,0.0,0.0,,0.435,0.43,0.44,1770162300.0,1770162300.0,0,7:00p,131,122,0,-9
KXNBAGAME-26FEB03LALBKN,KXNBAGAME-26FEB03LALBKN-BKN,Los Angeles L at Brooklyn Winner?,2026-02-03,Los Angeles Lakers,Brooklyn Nets,finalized,no,430530.0,0.0,0.0,,0.255,0.25,0.26,1770164100.0,1770164100.0,0,7:30p,125,109,0,-16
KXNBAGAME-26FEB04DENNYK,KXNBAGAME-26FEB04DENNYK-NYK,Denver at New York Winner?,2026-02-04,Denver Nuggets,New York Knicks,finalized,yes,7371968.0,0.0,1.0,,0.635,0.63,0.64,1770248700.0,1770248700.0,1,7:00p,127,134,1,7
KXNBAGAME-26FEB04MINTOR,KXNBAGAME-26FEB04MINTOR-TOR,Minnesota at Toronto Winner?,2026-02-04,Minnesota Timberwolves,Toronto Raptors,finalized,no,2710598.0,0.0,0.0,,0.435,0.43,0.44,1770250500.0,1770250500.0,0,7:30p,128,126,0,-2
KXNBAGAME-26FEB04NOPMIL,KXNBAGAME-26FEB04NOPMIL-MIL,New Orleans at Milwaukee Winner?,2026-02-04,New Orleans Pelicans,Milwaukee Bucks,finalized,yes,4269638.0,0.0,1.0,,0.375,0.37,0.38,1770252300.0,1770252300.0,1,8:00p,137,141,1,4
KXNBAGAME-26FEB04BOSHOU,KXNBAGAME-26FEB04BOSHOU-HOU,Boston at Houston Winner?,2026-02-04,Boston Celtics,Houston Rockets,finalized,no,2345434.0,0.0,0.0,,0.725,0.72,0.73,1770252300.0,1770252300.0,0,8:00p,114,93,0,-21
KXNBAGAME-26FEB04MEMSAC,KXNBAGAME-26FEB04MEMSAC-SAC,Memphis at Sacramento Winner?,2026-02-04,Memphis Grizzlies,Sacramento Kings,finalized,no,4398881.0,0.0,0.0,,0.565,0.56,0.57,1770259500.0,1770259500.0,0,10:00p,129,125,0,-4
KXNBAGAME-26FEB04OKCSAS,KXNBAGAME-26FEB04OKCSAS-SAS,Oklahoma City at San Antonio Winner?,2026-02-04,Oklahoma City Thunder,San Antonio Spurs,finalized,yes,4430241.0,0.0,1.0,,0.785,0.78,0.79,1770257700.0,1770257700.0,1,9:30p,106,116,1,10
KXNBAGAME-26FEB04CLELAC,KXNBAGAME-26FEB04CLELAC-LAC,Cleveland at Los Angeles C Winner?,2026-02-04,Cleveland Cavaliers,Los Angeles Clippers,finalized,no,1500309.0,0.0,0.0,,0.425,0.42,0.43,1770261300.0,1770261300.0,0,10:30p,124,91,0,-33
KXNBAGAME-26FEB05GSWPHX,KXNBAGAME-26FEB05GSWPHX-PHX,Golden State at Phoenix Winner?,2026-02-05,Golden State Warriors,Phoenix Suns,finalized,no,4928273.0,0.0,0.0,,0.655,0.65,0.66,1770345900.0,1770345900.0,0,10:00p,101,97,0,-4
KXNBAGAME-26FEB05CHITOR,KXNBAGAME-26FEB05CHITOR-TOR,Chicago at Toronto Winner?,2026-02-05,Chicago Bulls,Toronto Raptors,finalized,yes,1614682.0,0.0,1.0,,0.735,0.73,0.74,1770336900.0,1770336900.0,1,7:30p,107,123,1,16
KXNBAGAME-26FEB05SASDAL,KXNBAGAME-26FEB05SASDAL-DAL,San Antonio at Dallas Winner?,2026-02-05,San Antonio Spurs,Dallas Mavericks,finalized,no,3972691.0,0.0,0.0,,0.265,0.26,0.27,1770340500.0,1770340500.0,0,8:30p,135,123,0,-12
KXNBAGAME-26FEB05PHILAL,KXNBAGAME-26FEB05PHILAL-LAL,Philadelphia at Los Angeles L Winner?,2026-02-05,Philadelphia 76ers,Los Angeles Lakers,finalized,yes,9644065.0,0.0,1.0,,0.565,0.56,0.57,1770345900.0,1770345900.0,1,10:00p,115,119,1,4
KXNBAGAME-26FEB05UTAATL,KXNBAGAME-26FEB05UTAATL-ATL,Utah at Atlanta Winner?,2026-02-05,Utah Jazz,Atlanta Hawks,finalized,yes,3832755.0,0.0,1.0,,0.735,0.73,0.74,1770336900.0,1770336900.0,1,7:30p,119,121,1,2
KXNBAGAME-26FEB05BKNORL,KXNBAGAME-26FEB05BKNORL-ORL,Brooklyn at Orlando Winner?,2026-02-05,Brooklyn Nets,Orlando Magic,finalized,yes,802034.0,0.0,1.0,,0.765,0.76,0.77,1770335100.0,1770335100.0,1,7:00p,98,118,1,20
KXNBAGAME-26FEB05WASDET,KXNBAGAME-26FEB05WASDET-DET,Washington at Detroit Winner?,2026-02-05,Washington Wizards,Detroit Pistons,finalized,no,5847476.0,0.0,0.0,,0.895,0.89,0.9,1770335100.0,1770335100.0,0,7:00p,126,117,0,-9
KXNBAGAME-26FEB05CHAHOU,KXNBAGAME-26FEB05CHAHOU-HOU,Charlotte at Houston Winner?,2026-02-05,Charlotte Hornets,Houston Rockets,finalized,no,3170027.0,0.0,0.0,,0.615,0.61,0.62,1770338700.0,1770338700.0,0,8:00p,109,99,0,-10
KXNBAGAME-26FEB06LACSAC,KXNBAGAME-26FEB06LACSAC-SAC,Los Angeles C at Sacramento Winner?,2026-02-06,Los Angeles Clippers,Sacramento Kings,finalized,no,6579545.0,0.0,0.0,,0.405,0.4,0.41,1770432300.0,1770432300.0,0,10:00p,114,111,0,-3
KXNBAGAME-26FEB06INDMIL,KXNBAGAME-26FEB06INDMIL-MIL,Indiana at Milwaukee Winner?,2026-02-06,Indiana Pacers,Milwaukee Bucks,finalized,yes,2681084.0,0.0,1.0,,0.46499999999999997,0.46,0.47,1770425100.0,1770425100.0,1,8:00p,99,105,1,6
KXNBAGAME-26FEB06MEMPOR,KXNBAGAME-26FEB06MEMPOR-POR,Memphis at Portland Winner?,2026-02-06,Memphis Grizzlies,Portland Trail Blazers,finalized,yes,3011827.0,0.0,1.0,,0.715,0.71,0.72,1770432300.0,1770432300.0,1,10:00p,115,135,1,20
KXNBAGAME-26FEB06MIABOS,KXNBAGAME-26FEB06MIABOS-BOS,Miami at Boston Winner?,2026-02-06,Miami Heat,Boston Celtics,finalized,yes,8394342.0,0.0,1.0,,0.675,0.67,0.68,1770423300.0,1770423300.0,1,7:30p,96,98,1,2
KXNBAGAME-26FEB06NOPMIN,KXNBAGAME-26FEB06NOPMIN-MIN,New Orleans at Minnesota Winner?,2026-02-06,New Orleans Pelicans,Minnesota Timberwolves,finalized,no,5553331.0,0.0,0.0,,0.755,0.75,0.76,1770425100.0,1770425100.0,0,8:00p,119,115,0,-4
KXNBAGAME-26FEB06NYKDET,KXNBAGAME-26FEB06NYKDET-DET,New York at Detroit Winner?,2026-02-06,New York Knicks,Detroit Pistons,finalized,yes,2711985.0,0.0,1.0,,0.655,0.65,0.66,1770423300.0,1770423300.0,1,7:30p,80,118,1,38
KXNBAGAME-26FEB07UTAORL,KXNBAGAME-26FEB07UTAORL-ORL,Utah at Orlando Winner?,2026-02-07,Utah Jazz,Orlando Magic,finalized,yes,4821850.0,0.0,1.0,,0.715,0.71,0.72,1770507900.0,1770507900.0,1,7:00p,117,120,1,3
KXNBAGAME-26FEB07DENCHI,KXNBAGAME-26FEB07DENCHI-CHI,Denver at Chicago Winner?,2026-02-07,Denver Nuggets,Chicago Bulls,finalized,no,1952401.0,0.0,0.0,,0.245,0.24,0.25,1770511500.0,1770511500.0,0,8:00p,136,120,0,-16
KXNBAGAME-26FEB07DALSAS,KXNBAGAME-26FEB07DALSAS-SAS,Dallas at San Antonio Winner?,2026-02-07,Dallas Mavericks,San Antonio Spurs,finalized,yes,2032740.0,0.0,1.0,,0.795,0.79,0.8,1770504300.0,1770504300.0,1,6:00p,125,138,1,13
KXNBAGAME-26FEB07CHAATL,KXNBAGAME-26FEB07CHAATL-ATL,Charlotte at Atlanta Winner?,2026-02-07,Charlotte Hornets,Atlanta Hawks,finalized,no,2808902.0,0.0,0.0,,0.46499999999999997,0.46,0.47,1770509700.0,1770509700.0,0,7:30p,126,119,0,-7
KXNBAGAME-26FEB07WASBKN,KXNBAGAME-26FEB07WASBKN-BKN,Washington at Brooklyn Winner?,2026-02-07,Washington Wizards,Brooklyn Nets,finalized,yes,1158133.0,0.0,1.0,,0.715,0.71,0.72,1770493500.0,1770493500.0,1,3:00p,113,127,1,14
KXNBAGAME-26FEB07PHIPHX,KXNBAGAME-26FEB07PHIPHX-PHX,Philadelphia at Phoenix Winner?,2026-02-07,Philadelphia 76ers,Phoenix Suns,finalized,no,2602663.0,0.0,0.0,,0.555,0.55,0.56,1770515100.0,1770515100.0,0,9:00p,109,103,0,-6
KXNBAGAME-26FEB07MEMPOR,KXNBAGAME-26FEB07MEMPOR-POR,Memphis at Portland Winner?,2026-02-07,Memphis Grizzlies,Portland Trail Blazers,finalized,yes,2265497.0,0.0,1.0,,0.735,0.73,0.74,1770518700.0,1770518700.0,1,10:00p,115,122,1,7
KXNBAGAME-26FEB07GSWLAL,KXNBAGAME-26FEB07GSWLAL-LAL,Golden State at Los Angeles L Winner?,2026-02-07,Golden State Warriors,Los Angeles Lakers,finalized,yes,6403135.0,0.0,1.0,,0.545,0.54,0.55,1770513300.0,1770513300.0,1,8:30p,99,105,1,6
KXNBAGAME-26FEB07HOUOKC,KXNBAGAME-26FEB07HOUOKC-OKC,Houston at Oklahoma City Winner?,2026-02-07,Houston Rockets,Oklahoma City Thunder,finalized,no,6297895.0,0.0,0.0,,0.595,0.59,0.6,1770495300.0,1770495300.0,0,3:30p,112,106,0,-6
KXNBAGAME-26FEB07CLESAC,KXNBAGAME-26FEB07CLESAC-SAC,Cleveland at Sacramento Winner?,2026-02-07,Cleveland Cavaliers,Sacramento Kings,finalized,no,5247027.0,0.0,0.0,,0.165,0.16,0.17,1770518700.0,1770518700.0,0,10:00p,132,126,0,-6
KXNBAGAME-26FEB08NYKBOS,KXNBAGAME-26FEB08NYKBOS-BOS,New York at Boston Winner?,2026-02-08,New York Knicks,Boston Celtics,finalized,no,4777624.0,0.0,0.0,,0.595,0.59,0.6,1770570900.0,1770570900.0,0,12:30p,111,89,0,-22
KXNBAGAME-26FEB08INDTOR,KXNBAGAME-26FEB08INDTOR-TOR,Indiana at Toronto Winner?,2026-02-08,Indiana Pacers,Toronto Raptors,finalized,yes,2195115.0,0.0,1.0,,0.755,0.75,0.76,1770579900.0,1770579900.0,1,3:00p,104,122,1,18
KXNBAGAME-26FEB08LACMIN,KXNBAGAME-26FEB08LACMIN-MIN,Los Angeles C at Minnesota Winner?,2026-02-08,Los Angeles Clippers,Minnesota Timberwolves,finalized,no,4285264.0,0.0,0.0,,0.765,0.76,0.77,1770579900.0,1770579900.0,0,3:00p,115,96,0,-19
KXNBAGAME-26FEB08MIAWAS,KXNBAGAME-26FEB08MIAWAS-WAS,Miami at Washington Winner?,2026-02-08,Miami Heat,Washington Wizards,finalized,no,1586766.0,0.0,0.0,,0.155,0.15,0.16,1770576300.0,1770576300.0,0,2:00p,132,101,0,-31
KXNBAGAME-26FEB09CHIBKN,KXNBAGAME-26FEB09CHIBKN-BKN,Chicago at Brooklyn Winner?,2026-02-09,Chicago Bulls,Brooklyn Nets,finalized,yes,3078961.0,0.0,1.0,,0.415,0.41,0.42,1770682500.0,1770682500.0,1,7:30p,115,123,1,8
KXNBAGAME-26FEB09OKCLAL,KXNBAGAME-26FEB09OKCLAL-LAL,Oklahoma City at Los Angeles L Winner?,2026-02-09,Oklahoma City Thunder,Los Angeles Lakers,finalized,no,13212378.0,0.0,0.0,,0.325,0.32,0.33,1770691500.0,1770691500.0,0,10:00p,119,110,0,-9
KXNBAGAME-26FEB09DETCHA,KXNBAGAME-26FEB09DETCHA-CHA,Detroit at Charlotte Winner?,2026-02-09,Detroit Pistons,Charlotte Hornets,finalized,no,5742951.0,0.0,0.0,,0.435,0.43,0.44,1770680700.0,1770680700.0,0,7:00p,110,104,0,-6
KXNBAGAME-26FEB09ATLMIN,KXNBAGAME-26FEB09ATLMIN-MIN,Atlanta at Minnesota Winner?,2026-02-09,Atlanta Hawks,Minnesota Timberwolves,finalized,yes,825383.0,0.0,1.0,,0.745,0.74,0.75,1770684300.0,1770684300.0,1,8:00p,116,138,1,22
